suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
guardo guardi guarda guardiamo guardate guardano 
so sai sa sappiamo sapete sanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
ubbidisco ubbidisci ubbidisce ubbidiamo ubbidite ubbidiscono 
faccio fai fa faciamo facete facciono 
problemo problemi problema problemiamo problemate problemano 
metto metti mette mettiamo mettete mettono 
capisco capisci capisce capiamo capite capiscono 
scosso scossi scossa scossiamo scossate scossano 
testo testi testa testiamo testate testano 
voglio vuoi vuole vogliamo volete vogliono 
voglio vuoi vuole vogliamo volete vogliono 
dormo dormi dorme dormiamo dormite dormono 
tolgo togli toglie togliamo togliete tolgono 
federo federi federa federiamo federate federano 
sto stai sta stiamo state stanno 
vado vai va andiamo andate vanno 
porto porti porta portiamo portate portano 
smetto smetti smette smettiamo smettete smettono 
risono risei riè risiamo risiete risono 
lego legi lege legiamo legete legono 
sono sei è siamo siete sono 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
porto porti porta portiamo portate portano 
scruto scruti scruta scrutiamo scrutate scrutano 
occo occhi occa occhiamo occate occano 
diposito dipositi diposita dipositiamo dipositate dipositano 
voglio vuoi vuole vogliamo volete vogliono 
porto porti porta portiamo portate portano 
odo odi ode audiamo audite odono 
cattivo cattivi cattiva cattiviamo cattivate cattivano 
odio odii odia odiamo odiate odiano 
so sai sa sappiamo sapete sanno 
dico dici dice diciamo dicete dicono 
afferro afferri afferra afferriamo afferrate afferrano 
sono sei è siamo siete sono 
divincolo divincoli divincola divincoliamo divincolate divincolano 
sono sei è siamo siete sono 
fuggo fuggi fugge fuggiamo fuggite fuggono 
sento senti sente sentiamo sentite sentono 
chiamo chiami chiama chiamiamo chiamate chiamano 
torno torni torna torniamo tornate tornano 
dormo dormi dorme dormiamo dormite dormono 
dormo dormi dorme dormiamo dormite dormono 
scappo scappi scappa scappiamo scappate scappano 
sono sei è siamo siete sono 
arrampico arrampichi arrampica arrampichiamo arrampicate arrampicano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
dormo dormi dorme dormiamo dormite dormono 
prendo prendi prende prendiamo prendete prendono 
appeno appeni appena appeniamo appenate appenano 
addormento addormenti addormenta addormentiamo addormentate addormentano 
infilo infili infila infiliamo infilate infilano 
taglio tagli taglia tagliamo tagliate tagliano 
posso puoi può possiamo potete possono 
vitaminizzo vitaminizzi vitaminizza vitaminizziamo vitaminizzate vitaminizzano 
muoio muori muore moriamo morite muoiono 
tengo tieni tiene teniamo tenete tengono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
taglio tagli taglia tagliamo tagliate tagliano 
sono sei è siamo siete sono 
albero alberi albera alberiamo alberate alberano 
buco buchi buca buchiamo bucate bucano 
bendo bendi benda bendiamo bendate bendano 
testo testi testa testiamo testate testano 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
devo devi deve dobbiamo dovete debbono 
voglio vuoi vuole vogliamo volete vogliono 
ancoro ancori ancora ancoriamo ancorate ancorano 
detto detti detta dettiamo dettate dettano 
so sai sa sappiamo sapete sanno 
pauro pauri paura pauriamo paurate paurano 
trovo trovi trova troviamo trovate trovano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
guardo guardi guarda guardiamo guardate guardano 
sono sei è siamo siete sono 
campo campi campa campiamo campate campano 
grano grani grana graniamo granate granano 
sono sei è siamo siete sono 
sto stai sta stiamo state stanno 
attento attenti attenta attentiamo attentate attentano 
veggo vedi vede vediamo vedete vedono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
bello belli bella belliamo bellate bellano 
sento senti sente sentiamo sentite sentono 
canto canti canta cantiamo cantate cantano 
guardo guardi guarda guardiamo guardate guardano 
trascino trascini trascina trasciniamo trascinate trascinano 
intorno intorni intorna intorniamo intornate intornano 
collo colli colla colliamo collate collano 
tiro tiri tira tiriamo tirate tirano 
verso versi versa versiamo versate versano 
mammo mammi mamma mammiamo mammate mammano 
oro ori ora oriamo orate orano 
faccio fai fa faciamo facete facciono 
pulisco pulisci pulisce puliamo pulite puliscono 
sono sei è siamo siete sono 
contento contenti contenta contentiamo contentate contentano 
sembro sembri sembra sembriamo sembrate sembrano 
contento contenti contenta contentiamo contentate contentano 
punto punti punta puntiamo puntate puntano 
agito agiti agita agitiamo agitate agitano 
testo testi testa testiamo testate testano 
porto porti porta portiamo portate portano 
premedito premediti premedita premeditiamo premeditate premeditano 
— — gela — — gelano 
compro compri compra compriamo comprate comprano 
guinzaglio guinzagli guinzaglia guinzagliamo guinzagliate guinzagliano 
afferro afferri afferra afferriamo afferrate afferrano 
bacio baci bacia baciamo baciate baciano 
sono sei è siamo siete sono 
paio pari pare paiamo parete paiono 
passo passi passa passiamo passate passano 
immergo immergi immerge immergiamo immergete immergono 
feto feti fete fetiamo fetete fetono 
comincio cominci comincia cominciamo cominciate cominciano 
spingo spigni spigne spigniamo spignete spingono 
veggo vedi vede vediamo vedete vedono 
scombino scombini scombina scombiniamo scombinate scombinano 
riprendo riprendi riprende riprendiamo riprendete riprendono 
cangio cangi cangia cangiamo cangiate cangiano 
mattino mattini mattina mattiniamo mattinate mattinano 
bello belli bella belliamo bellate bellano 
tiro tiri tira tiriamo tirate tirano 
voglio vuoi vuole vogliamo volete vogliono 
ammaro ammari ammara ammariamo ammarate ammarano 
urlo urli urla urliamo urlate urlano 
faccio fai fa faciamo facete facciono 
faccio fai fa faciamo facete facciono 
salto salti salta saltiamo saltate saltano 
sono sei è siamo siete sono 
acquo acqui acqua acquiamo acquate acquano 
lascio lasci lascia lasciamo lasciate lasciano 
sono sei è siamo siete sono 
riemergo riemergi riemerge riemergiamo riemergete riemergono 
arranco arranchi arranca arranchiamo arrancate arrancano 
fino fini fina finiamo finate finano 
balzo balzi balza balziamo balzate balzano 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
faccio fai fa faciamo facete facciono 
chiedo chiedi chiede chiediamo chiedete chiedono 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
lavo lavi lava laviamo lavate lavano 
sono sei è siamo siete sono 
voglio vuoi vuole vogliamo volete vogliono 
ammaro ammari ammara ammariamo ammarate ammarano 
giuro giuri giura giuriamo giurate giurano 
sono sei è siamo siete sono 
mangio mangi mangia mangiamo mangiate mangiano 
bagno bagni bagna bagniamo bagnate bagnano 
so sai sa sappiamo sapete sanno 
acchiappo acchiappi acchiappa acchiappiamo acchiappate acchiappano 
sto stai sta stiamo state stanno 
sasso sassi sassa sassiamo sassate sassano 
sono sei è siamo siete sono 
scordo scordi scorda scordiamo scordate scordano 
brutto brutti brutta bruttiamo bruttate bruttano 
sollevo sollevi solleva solleviamo sollevate sollevano 
orecchio orecchi orecchia orecchiamo orecchiate orecchiano 
schifo schifi schifa schifiamo schifate schifano 
intorno intorni intorna intorniamo intornate intornano 
pullulo pulluli pullula pulluliamo pullulate pullulano 
velgo velli velle velliamo vellete velgono 
loro lori lora loriamo lorate lorano 
affondo affondi affonda affondiamo affondate affondano 
loro lori lora loriamo lorate lorano 
gonfio gonfi gonfia gonfiamo gonfiate gonfiano 
tondo tondi tonda tondiamo tondate tondano 
como comi come comiamo comete comono 
veggo vedi vede vediamo vedete vedono 
succhio succhi succhia succhiamo succhiate succhiano 
storco storci storce storciamo storcete storcono 
naso nasi nasa nasiamo nasate nasano 
vado vai va andiamo andate vanno 
detto detti detta dettiamo dettate dettano 
fò fai fa facciamo fate fanno 
sono sei è siamo siete sono 
— — bisogna — — — 
detto detti detta dettiamo dettate dettano 
vado vai va andiamo andate vanno 
como comi come comiamo comete comono 
mango mani mane maniamo manete mangono 
faccio fai fa faciamo facete facciono 
faccio fai fa faciamo facete facciono 
provo provi prova proviamo provate provano 
bello belli bella belliamo bellate bellano 
chiudo chiudi chiude chiudiamo chiudete chiudono 
occo occhi occa occhiamo occate occano 
tiro tiri tira tiriamo tirate tirano 
mugolo mugoli mugola mugoliamo mugolate mugolano 
mostro mostri mostra mostriamo mostrate mostrano 
sono sei è siamo siete sono 
vengo vieni viene veniamo venite vengono 
sasso sassi sassa sassiamo sassate sassano 
osservo osservi osserva osserviamo osservate osservano 
riesco riesci riesce riusciamo riuscite riescono 
sono sei è siamo siete sono 
gonfio gonfi gonfia gonfiamo gonfiate gonfiano 
schiaccio schiacci schiaccia schiacciamo schiacciate schiacciano 
impiastro impiastri impiastra impiastriamo impiastrate impiastrano 
rosso rossi rossa rossiamo rossate rossano 
stacco stacchi stacca stacchiamo staccate staccano 
como comi come comiamo comete comono 
tengo tieni tiene teniamo tenete tengono 
sono sei è siamo siete sono 
stufo stufi stufa stufiamo stufate stufano 
faccio fai fa faciamo facete facciono 
appeno appeni appena appeniamo appenate appenano 
sfioro sfiori sfiora sfioriamo sfiorate sfiorano 
levo levi leva leviamo levate levano 
sono sei è siamo siete sono 
giro giri gira giriamo girate girano 
vado vai va andiamo andate vanno 
faccio fai fa faciamo facete facciono 
allontano allontani allontana allontaniamo allontanate allontanano 
vado vai va andiamo andate vanno 
dò dai da diamo date danno 
rimetto rimetti rimette rimettiamo rimettete rimettono 
intorno intorni intorna intorniamo intornate intornano 
collo colli colla colliamo collate collano 
veggo vedi vede vediamo vedete vedono 
dopo dopi dopa dopiamo dopate dopano 
detto detti detta dettiamo dettate dettano 
avvio avvii avvia avviamo avviate avviano 
sono sei è siamo siete sono 
macchino macchini macchina macchiniamo macchinate macchinano 
sono sei è siamo siete sono 
vengo vieni viene veniamo venite vengono 
voglio vuoi vuole vogliamo volete vogliono 
so sai sa sappiamo sapete sanno 
sono sei è siamo siete sono 
parto parti parte partiamo partite partono 
so sai sa sappiamo sapete sanno 
certo certi certa certiamo certate certano 
svociferare svogliare svolacchiare svolare svolazzare svolere 
faccio fai fa faciamo facete facciono 
smorfio smorfi smorfia smorfiamo smorfiate smorfiano 
silenzio silenzi silenzia silenziamo silenziate silenziano 
voglio vuoi vuole vogliamo volete vogliono 
sono sei è siamo siete sono 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
coso cosi cosa cosiamo cosate cosano 
giorno giorni giorna giorniamo giornate giornano 
faccio fai fa faciamo facete facciono 
alzo alzi alza alziamo alzate alzano 
rosso rossi rossa rossiamo rossate rossano 
guardo guardi guarda guardiamo guardate guardano 
voglio vuoi vuole vogliamo volete vogliono 
feticizzo feticizzi feticizza feticizziamo feticizzate feticizzano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
bollo bolli bolle bolliamo bollite bollono 
sono sei è siamo siete sono 
carapigno carapigni carapigna carapigniamo carapignate carapignano 
abbasso abbassi abbassa abbassiamo abbassate abbassano 
testo testi testa testiamo testate testano 
sono sei è siamo siete sono 
guardo guardi guarda guardiamo guardate guardano 
punto punti punta puntiamo puntate puntano 
lascio lasci lascia lasciamo lasciate lasciano 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
sospiro sospiri sospira sospiriamo sospirate sospirano 
trattengo trattieni trattiene tratteniamo trattenete trattengono 
faccio fai fa faciamo facete facciono 
sto stai sta stiamo state stanno 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
pauro pauri paura pauriamo paurate paurano 
giorno giorni giorna giorniamo giornate giornano 
salgo sali sale saliamo salite salgono 
penso pensi pensa pensiamo pensate pensano 
basso bassi bassa bassiamo bassate bassano 
vado vai va andiamo andate vanno 
coperto coperti coperta copertiamo copertate copertano 
odoro odori odora odoriamo odorate odorano 
mondo mondi monda mondiamo mondate mondano 
dico dici dice diciamo dicete dicono 
sono sei è siamo siete sono 
posso puoi può possiamo potete possono 
partur(isc)o partur(isc)i partur(isc)e parturiamo parturite partur(isc)ono 
sento senti sente sentiamo sentite sentono 
faccio fai fa faciamo facete facciono 
pongo poni pone poniamo ponete pongono 
dò dai da diamo date danno 
arroganto arroganti arroganta arrogantiamo arrogantate arrogantano 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
cerco cerchi cerca cerchiamo cercate cercano 
umano umani umana umaniamo umanate umanano 
faccio fai fa faciamo facete facciono 
vado vai va andiamo andate vanno 
caccio cacci caccia cacciamo cacciate cacciano 
spalmo spalmi spalma spalmiamo spalmate spalmano 
grasso grassi grassa grassiamo grassate grassano 
metto metti mette mettiamo mettete mettono 
schieno schieni schiena schieniamo schienate schienano 
devo devi deve dobbiamo dovete debbono 
devo devi deve dobbiamo dovete debbono 
spagnoleggio spagnoleggi spagnoleggia spagnoleggiamo spagnoleggiate spagnoleggiano 
puzzo puzzi puzza puzziamo puzzate puzzano 
sono sei è siamo siete sono 
accorgo accorgi accorge accorgiamo accorgete accorgono 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
rimango rimani rimane rimaniamo rimanete rimangono 
puzzo puzzi puzza puzziamo puzzate puzzano 
aumento aumenti aumenta aumentiamo aumentate aumentano 
grillo grilli grilla grilliamo grillate grillano 
sento senti sente sentiamo sentite sentono 
musico musichi musica musichiamo musicate musicano 
acquo acqui acqua acquiamo acquate acquano 
salvo salvi salva salviamo salvate salvano 
cado cadi cade cadiamo cadete cadono 
cado cadi cade cadiamo cadete cadono 
bordo bordi borda bordiamo bordate bordano 
ballo balli balla balliamo ballate ballano 
ondo ondi onda ondiamo ondate ondano 
sono sei è siamo siete sono 
